variant,raw_stability_at_opt,speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n
V1_raw,101.09986066818237,320.0,35.0,0.0,105.0,18.0
V2_power_mono,100.36430358886719,320.0,24.317035245116113,0.7454346818787501,2954.460819368305,91.27017556414116
V3_log_mono,100.22751092910767,320.0,25.266105653433677,0.23788361072492892,548.5124462511499,340.6975618156743
V4_exo_tension,100.88801383972168,320.0,20.0,0.0,105.0,18.0
