trial,iteration,gbest_fitness
0,0,0.7774789280396888
0,1,0.783322137090223
0,2,0.7870874202426841
0,3,0.7895163100295086
0,4,0.7902650314931143
0,5,0.7902650314931143
0,6,0.7902650314931143
0,7,0.7904867771396731
0,8,0.7904867771396731
0,9,0.7905871556688417
0,10,0.7905871556688417
0,11,0.7905871556688417
0,12,0.7905871556688417
0,13,0.7905871556688417
0,14,0.7905871556688417
0,15,0.7905879937427436
0,16,0.7905888451578413
0,17,0.7905888451578413
0,18,0.7905904225854521
0,19,0.790590828409264
0,20,0.7905928936403561
0,21,0.7905928936403561
0,22,0.7905928936403561
0,23,0.7905928936403561
0,24,0.7905928936403561
0,25,0.7905928936403561
0,26,0.7905928936403561
0,27,0.7905928936403561
0,28,0.7905928936403561
0,29,0.7905928936403561
0,30,0.7905928936403561
0,31,0.7905928936403561
0,32,0.7905928936403561
1,0,0.7763217850216102
1,1,0.7825719362672736
1,2,0.7894528050057907
1,3,0.7894528050057907
1,4,0.7894528050057907
1,5,0.789693208652394
1,6,0.790116510455342
1,7,0.7902697797481288
1,8,0.7902697797481288
1,9,0.7902697797481288
1,10,0.7902697797481288
1,11,0.7902697797481288
1,12,0.7902976720210482
1,13,0.7902976720210482
1,14,0.7902976720210482
1,15,0.7902976720210482
1,16,0.7902976720210482
1,17,0.7902976720210482
1,18,0.7902976720210482
1,19,0.7903428913874868
1,20,0.7903428913874868
1,21,0.7904874102294763
1,22,0.7904874102294763
1,23,0.7904874102294763
1,24,0.7905358596554344
1,25,0.790539788346583
1,26,0.7905612086959501
1,27,0.7905612086959501
1,28,0.7905612086959501
1,29,0.7905612086959501
1,30,0.7905705328414534
1,31,0.7905705328414534
1,32,0.7905705328414534
1,33,0.7905705328414534
1,34,0.7905822838971708
1,35,0.7905910224968884
1,36,0.7905910224968884
1,37,0.7905910224968884
1,38,0.7905910224968884
1,39,0.7905910224968884
1,40,0.7905910224968884
1,41,0.7905925454654117
1,42,0.7905928034184817
1,43,0.7905928034184817
1,44,0.7905928804155757
1,45,0.7905928804155757
1,46,0.7905928931514119
1,47,0.7905929049093594
1,48,0.790592909845369
1,49,0.7905929346883986
1,50,0.7905929346883986
1,51,0.7905929346883986
1,52,0.7905929346883986
1,53,0.7905929346883986
2,0,0.7767986634734406
2,1,0.7846965450941168
2,2,0.7894954721059968
2,3,0.7900753515389134
2,4,0.7900807606604268
2,5,0.7900913246058245
2,6,0.7900913246058245
2,7,0.7901495056774785
2,8,0.7901495056774785
2,9,0.7901495056774785
2,10,0.7901495056774785
2,11,0.7901495056774785
2,12,0.7901495056774785
2,13,0.7901495056774785
2,14,0.7901495056774785
2,15,0.7901495056774785
2,16,0.7901795085136165
2,17,0.7902785670560171
2,18,0.7902785670560171
2,19,0.7905239050591681
2,20,0.790572826456124
2,21,0.790572826456124
2,22,0.790572826456124
2,23,0.7905923785258402
2,24,0.7905923785258402
2,25,0.7905923785258402
2,26,0.7905923785258402
2,27,0.7905923785258402
2,28,0.7905923785258402
2,29,0.7905923785258402
2,30,0.7905923785258402
2,31,0.7905923785258402
2,32,0.7905923785258402
2,33,0.7905923785258402
2,34,0.7905923785258402
2,35,0.7905928944319804
3,0,0.7637159686846623
3,1,0.7787103040691783
3,2,0.7893546232104618
3,3,0.7899217535823901
3,4,0.7899217535823901
3,5,0.7903801293194612
3,6,0.7903801293194612
3,7,0.7903955539770742
3,8,0.790518394726174
3,9,0.7905373857904543
3,10,0.7905373857904543
3,11,0.7905373857904543
3,12,0.7905373857904543
3,13,0.7905499513576124
3,14,0.7905499513576124
3,15,0.7905837637454589
3,16,0.7905837637454589
3,17,0.7905837637454589
3,18,0.7905912618235071
3,19,0.7905912618235071
3,20,0.7905912618235071
3,21,0.7905912618235071
3,22,0.7905912618235071
3,23,0.7905912618235071
3,24,0.7905912618235071
3,25,0.7905912618235071
3,26,0.7905912618235071
3,27,0.7905912618235071
3,28,0.7905912618235071
3,29,0.7905912618235071
3,30,0.7905912618235071
4,0,0.7791714709913135
4,1,0.7834588831705094
4,2,0.7898727062706221
4,3,0.7898727062706221
4,4,0.7905408012064492
4,5,0.7905408012064492
4,6,0.7905408012064492
4,7,0.790572045868108
4,8,0.790572045868108
4,9,0.7905853770289888
4,10,0.7905853770289888
4,11,0.7905853770289888
4,12,0.7905853770289888
4,13,0.7905878110172544
4,14,0.7905914297176841
4,15,0.7905914297176841
4,16,0.7905914297176841
4,17,0.7905914297176841
4,18,0.7905914297176841
4,19,0.7905914297176841
4,20,0.7905914297176841
4,21,0.7905914297176841
4,22,0.7905914297176841
4,23,0.7905914297176841
4,24,0.7905920448096786
4,25,0.7905927179696355
4,26,0.7905928993912732
5,0,0.773098965433872
5,1,0.7895862968720813
5,2,0.7895862968720813
5,3,0.7895862968720813
5,4,0.7905145168386718
5,5,0.7905256576685553
5,6,0.7905731216388141
5,7,0.7905880772823786
5,8,0.7905880772823786
5,9,0.7905927505659256
5,10,0.7905927505659256
5,11,0.7905927505659256
5,12,0.7905927505659256
5,13,0.7905927505659256
5,14,0.7905927505659256
5,15,0.7905927505659256
5,16,0.7905927505659256
5,17,0.7905927505659256
5,18,0.7905927505659256
5,19,0.7905927505659256
5,20,0.7905927505659256
5,21,0.7905927505659256
6,0,0.7708073189001511
6,1,0.7847870646592547
6,2,0.7892479067284932
6,3,0.7892479067284932
6,4,0.7900714042213131
6,5,0.7902263480786551
6,6,0.7903347021982392
6,7,0.7903347021982392
6,8,0.7903347021982392
6,9,0.7903347021982392
6,10,0.7903347021982392
6,11,0.7903347021982392
6,12,0.7903347021982392
6,13,0.7903642339248527
6,14,0.7904962001683509
6,15,0.7905036454404091
6,16,0.7905036454404091
6,17,0.7905036454404091
6,18,0.7905036454404091
6,19,0.7905060097191801
6,20,0.7905298288761025
6,21,0.7905298288761025
6,22,0.7905928471673598
6,23,0.7905928471673598
6,24,0.7905928471673598
6,25,0.790592888494799
6,26,0.790592888494799
6,27,0.790592888494799
6,28,0.790592888494799
6,29,0.790592888494799
6,30,0.790592888494799
6,31,0.790592888494799
6,32,0.790592888494799
6,33,0.790592888494799
6,34,0.790592888494799
7,0,0.7773901836469347
7,1,0.7903516509186794
7,2,0.7903516509186794
7,3,0.790403002741592
7,4,0.790403002741592
7,5,0.7904624971177747
7,6,0.7904624971177747
7,7,0.7904624971177747
7,8,0.7904753172852417
7,9,0.7904760907253567
7,10,0.7904760907253567
7,11,0.7905926097266693
7,12,0.7905926097266693
7,13,0.7905926097266693
7,14,0.7905926097266693
7,15,0.7905926097266693
7,16,0.7905926097266693
7,17,0.7905926097266693
7,18,0.7905926097266693
7,19,0.7905926097266693
7,20,0.7905926097266693
7,21,0.7905926097266693
7,22,0.7905926097266693
7,23,0.7905926097266693
8,0,0.7868929907749934
8,1,0.7868929907749934
8,2,0.790417663714694
8,3,0.790417663714694
8,4,0.790417663714694
8,5,0.7904463750392516
8,6,0.7905411528272872
8,7,0.7905570041237717
8,8,0.7905570041237717
8,9,0.7905570041237717
8,10,0.7905570041237717
8,11,0.7905570041237717
8,12,0.7905570041237717
8,13,0.7905570041237717
8,14,0.7905734639464264
8,15,0.7905734639464264
8,16,0.7905740169657711
8,17,0.7905797775917072
8,18,0.7905922527507265
8,19,0.7905922527507265
8,20,0.7905922527507265
8,21,0.7905929091701602
8,22,0.7905929091701602
8,23,0.7905929091701602
8,24,0.7905929091701602
8,25,0.7905929091701602
8,26,0.7905929091701602
8,27,0.7905929091701602
8,28,0.7905929091701602
8,29,0.7905929091701602
8,30,0.7905929091701602
9,0,0.776571119314493
9,1,0.7895620011806805
9,2,0.7895620011806805
9,3,0.7895620011806805
9,4,0.7895620011806805
9,5,0.7905165490078125
9,6,0.7905165490078125
9,7,0.7905165490078125
9,8,0.7905165490078125
9,9,0.7905165490078125
9,10,0.7905165490078125
9,11,0.7905165490078125
9,12,0.7905165490078125
9,13,0.7905238040106688
9,14,0.7905730462948177
9,15,0.7905730462948177
9,16,0.7905827669741903
9,17,0.7905827669741903
9,18,0.7905827669741903
9,19,0.7905827669741903
9,20,0.7905827669741903
9,21,0.7905927752925401
9,22,0.7905927752925401
9,23,0.7905927752925401
9,24,0.7905927752925401
9,25,0.7905927752925401
9,26,0.7905927752925401
9,27,0.7905927752925401
9,28,0.7905927752925401
9,29,0.7905927752925401
9,30,0.7905927752925401
9,31,0.7905927752925401
9,32,0.7905927752925401
9,33,0.7905927752925401
10,0,0.7783967104483953
10,1,0.7898478145094905
10,2,0.7898478145094905
10,3,0.7898478145094905
10,4,0.7904052253429164
10,5,0.7905303936301116
10,6,0.7905303936301116
10,7,0.7905303936301116
10,8,0.7905303936301116
10,9,0.7905303936301116
10,10,0.7905303936301116
10,11,0.7905686127802674
10,12,0.7905686127802674
10,13,0.7905686127802674
10,14,0.7905686127802674
10,15,0.7905686127802674
10,16,0.7905714591116031
10,17,0.7905714591116031
10,18,0.7905714591116031
10,19,0.7905819565838521
10,20,0.7905819565838521
10,21,0.7905878073152472
10,22,0.7905878073152472
10,23,0.7905922010623236
10,24,0.7905928756891136
10,25,0.7905928756891136
10,26,0.7905928756891136
10,27,0.7905928756891136
10,28,0.7905929181574229
10,29,0.7905929181574229
10,30,0.7905929181574229
10,31,0.7905929181574229
10,32,0.7905929181574229
10,33,0.7905929181574229
10,34,0.7905929181574229
10,35,0.7905929181574229
11,0,0.7760415607355862
11,1,0.7887637825299372
11,2,0.7894952461671401
11,3,0.7894952461671401
11,4,0.7894952461671401
11,5,0.7894952461671401
11,6,0.7895056618459839
11,7,0.7895056618459839
11,8,0.7895271551411915
11,9,0.7895271551411915
11,10,0.7895271551411915
11,11,0.7895608790301103
11,12,0.7896153510164787
11,13,0.7899271623080915
11,14,0.789941176780345
11,15,0.789941176780345
11,16,0.789941176780345
11,17,0.789941176780345
11,18,0.7901500622824151
11,19,0.7901847044088264
11,20,0.7903402836144289
11,21,0.7905384247506355
11,22,0.7905617950799262
11,23,0.7905617950799262
11,24,0.7905617950799262
11,25,0.7905923380133082
11,26,0.7905923380133082
11,27,0.7905923380133082
11,28,0.7905926677014996
11,29,0.7905926677014996
11,30,0.7905926677014996
11,31,0.7905926677014996
11,32,0.7905926677014996
11,33,0.7905926677014996
11,34,0.7905926677014996
11,35,0.7905926677014996
11,36,0.7905926677014996
11,37,0.7905928905902748
12,0,0.7732089524238254
12,1,0.7863205467898715
12,2,0.7895376025781353
12,3,0.7895376025781353
12,4,0.7899774266489168
12,5,0.7899774266489168
12,6,0.7901367884211559
12,7,0.790274739902312
12,8,0.7902954985469897
12,9,0.7904914598994275
12,10,0.7905424345599805
12,11,0.7905424345599805
12,12,0.7905424345599805
12,13,0.7905762247357835
12,14,0.7905762247357835
12,15,0.7905762247357835
12,16,0.7905762247357835
12,17,0.7905762247357835
12,18,0.7905762247357835
12,19,0.7905762247357835
12,20,0.7905762247357835
12,21,0.7905891773606037
12,22,0.7905891773606037
12,23,0.7905910059426298
12,24,0.7905910059426298
12,25,0.7905910059426298
12,26,0.7905920462299456
12,27,0.7905920462299456
12,28,0.7905927889131328
12,29,0.7905927889131328
12,30,0.7905928679824192
12,31,0.7905928679824192
12,32,0.7905928679824192
12,33,0.7905928679824192
12,34,0.7905928679824192
12,35,0.7905928679824192
12,36,0.7905928679824192
12,37,0.7905928939896021
12,38,0.7905928939896021
13,0,0.7783520855362084
13,1,0.7898522553582061
13,2,0.7898522553582061
13,3,0.7898522553582061
